Course Prefix,Course Number,Statewide Course Title,H.S. Credit,H.S. Grad Code,GE Core Subject Area
COP,X830,Basic Web Page Programming,0.5,CT,
COP,X833,Data Driven Web Sites,0.5,CT,
COP,X833C,Data Driven Web Sites,0.5,CT,
COP,X836,Web Server Management,0.5,CT,
COP,X839,ASP.NET Programming with VB.NET,0.5,CT,
COP,X840,Scripting for Browsers,0.5,CT,
COP,X842,Developing Web Sites Using PHP/MYSQL,0.5,CT,
COP,X843,Advanced PHP/MYSQL,0.5,CT,
COP,X844,Server Side Scripting- AS Only,0.5,CT,
COP,X940,Internships/Practicums/Clinical Practice,0.5,CT,
COP,X940C,Internships/Practicums/Clinical Practice,0.5,CT,
COT,X003,Foundations of Computer Science,0.5,CT,
CTS,0000,Computer Hardware Fundamentals A (150 hours),1,CT,
CTS,0001,Operating System Fundamentals,0.5,CT,
CTS,0002,Advanced Operating Systems,0.5,CT,
CTS,0003,Mobile-Security-Domain Environment Fundamentals,0.5,CT,
CTS,0005,Desktop Support Technician,0.5,CT,
CTS,0016,Cybersecurity Associate III,1,CT,
CTS,0017,Cybersecurity Associate IV,1,CT,
CTS,0018,Cybersecurity Associate (600 hours),4,CT,
CTS,0019,Information Security Manager (150 hours),1,CT,
CTS,0021,Information Security Administrator I,1,CT,
CTS,0022,Network Support Help Desk Assistant OCP C (150 hours),1,CT,
CTS,0023,Network Support Administrator OCP D (150 hours),1,CT,
CTS,0024,Senior Network Administrator OCP E (150 hours),1,CT,
CTS,0025,Information Security Administrator II (150 hours),1,CT,
CTS,0026,Network Support Technician OCP C (150 hours),1,CT,
CTS,0027,Systems Administrator OCP D (150 hours),1,CT,
CTS,0028,Systems Engineer OCP E (150 hours),1,CT,
CTS,0029,Wireless Network Administrator OCP F (150 hours),1,CT,
CTS,0030,Information Security Administrator III (150 hours),1,CT,
CTS,0031,Information Security Administrator IV,4,CT,
CTS,0032,.NET Programmer,3,CT,
CTS,0033,Network Technician,0.5,CT,
CTS,0041,Computer Programmer Assistant OCP B (300 hours),2,CT,
CTS,0044,Computer Programmer OCP E (150 hours),1,CT,
CTS,0054,Cloud Analyst (150 hours),1,CT,
CTS,0056,Cloud Virtualization Specialist (300 hours),2,CT,
CTS,0059,Technology Support Specialist (600 hours),4,CT,
CTS,0060,Software Security Specialist (150 hours),1,CT,
CTS,0062,Database Programmer (600 hours),4,CT,
CTS,0063,Database Essentials (150 hours),1,CT,
CTS,0066,Information Technology Security Special Certified Ethical Hacker,0.5,CT,
CTS,0069,Computer Security Technician (PSAV),2,CT,
CTS,0070,Web Design Foundations (150 hours),1,CT,
CTS,0072,IT & Web Systems (300 hours),2,CT,
CTS,0073,Web Development Fundamentals (150 hours),1,CT,
CTS,0075,Multimedia Systems (150 hours),1,CT,
CTS,0082,Computer Systems Technology (300 hours),2,CT,
CTS,0083,Computer Network Technician (150 hours),1,CT,
CTS,0084,Computer Networking Specialist (150 hours),1,CT,
CTS,0085,Web Security Specialist (150 hours),1,CT,
CTS,0089,Information Security Administrator (150 hours),1,CT,
CTS,0099,Advanced Networking Fundamentals,0.5,CT,
CTS,0016C,Cybersecurity Associate III,1,CT,
CTS,0017C,Cybersecurity Associate IV,1,CT,
CTS,X017,Cybersecurity Associate IV,1,CT,
CTS,X017C,Cybersecurity Associate IV,1,CT,
CTS,X049,Web Scripting,1,CT,
CTS,X070,Web Design Foundations,1,CT,
CTS,X071,Web Interface Design,1,CT,
CTS,X073,Web Development Fundamentals,1,CT,
CTS,X075,Multimedia Systems,1,CT,
CTS,X106,Introduction to Unix,0.5,CT,
CTS,X106C,Introduction to Unix,0.5,CT,
CTS,X109,Virtualization Essentials (L),0.5,CT,
CTS,X110,Operating Systems and Configuration for CompTIA’S A+ Cert,0.5,CT,
CTS,X111,Linux +,0.5,CT,
CTS,X111C,Linux +,0.5,CT,
CTS,X120,Security +,0.5,CT,
CTS,X120C,Security +,0.5,CT,
CTS,X123,Security + Preparation,0.5,CT,
CTS,X127,Certified Information Systems Security Professional (CISSP),0.5,CT,
CTS,X131,A+ Hardware,0.5,CT,
CTS,X131C,A+ Hardware,0.5,CT,
CTS,X132,A+ Hardware II,0.5,CT,
CTS,X133,A+ Software,0.5,CT,
CTS,X133C,A+ Software,0.5,CT,
CTS,X134,Computer Architecture Concepts- Upper,0.5,CT,
CTS,X134C,Computer Architecture Concepts- Upper,0.5,CT,
CTS,X142,Project +,0.5,CT,
CTS,X145,Cloud Essential,0.5,CT,
CTS,X145C,Cloud Essential,0.5,CT,
CTS,X154,Technical Support,0.5,CT,
CTS,X155,User Support,0.5,CT,
CTS,X156,Desktop Support,0.5,CT,
CTS,X156C,Desktop Support,0.5,CT,
CTS,X163,Configuring Windows 7 Client (70-680 Exam/MCITP),0.5,CT,
CTS,X163C,Configuring Windows 7 Client (70-680 Exam/MCITP),0.5,CT,
CTS,X301,Linux Network File System and Automounter,0.5,CT,
CTS,X301C,Linux Network File System and Automounter,0.5,CT,
CTS,X302,Implementing and Administering WIN 2000 Active Sir. Srvcs.,0.5,CT,
CTS,X302C,Implementing and Administering WIN 2000 Active Sir. Srvcs.,0.5,CT,
CTS,X303,Designing a WIN 2000 Directory Services Infrastructure,0.5,CT,
CTS,X304,Implementing and Administering Network Infrastructures,0.5,CT,
CTS,X305,Implementing Network Infrastructure,0.5,CT,
CTS,X306,Implementing a Network Infrastructure,0.5,CT,
CTS,X306C,Implementing a Network Infrastructure,0.5,CT,
CTS,X311,Linux System Security,0.5,CT,
CTS,X314,Network Defense and Countermeasures,0.5,CT,
CTS,X314C,Network Defense and Countermeasures,0.5,CT,
CTS,X315,Intrusion Detection and Firewalls,0.5,CT,
CTS,X321,Linux System Administration,0.5,CT,
CTS,X321C,Linux System Administration,0.5,CT,
CTS,X322,Linux System Administration II,0.5,CT,
CTS,X322C,Linux System Administration II,0.5,CT,
CTS,X327,MS Windows Administration,0.5,CT,
CTS,X328,Microsoft Windows 2003 Server,0.5,CT,
CTS,X333,Linux Networking Administration,0.5,CT,
CTS,X334,MS Windows Network Infrastructure,0.5,CT,
CTS,X334C,MS Windows Network Infrastructure,0.5,CT,
CTS,X348,Unix System Administration- Upper,0.5,CT,
CTS,X370,Virtual Infrastructure: Installation and Configuration,0.5,CT,
CTS,X370C,Virtual Infrastructure: Installation and Configuration,0.5,CT,
CTS,X371,"Virtual Infrastructure: Deployment, Security and Analysis",0.5,CT,
CTS,X371C,"Virtual Infrastructure: Deployment, Security and Analysis",0.5,CT,
CTS,X372,Virtualized Server Implementation I,0.5,CT,
CTS,X372C,Virtualized Server Implementation I,0.5,CT,
CTS,X375,Cloud Infrastructure and Services,0.5,CT,
CTS,X375C,Cloud Infrastructure and Services,0.5,CT,
CTS,X383,Microsoft Windows Server,0.5,CT,
CTS,X383C,Microsoft Windows Server,0.5,CT,
CTS,X387,Linux/Unix Fundamentals- AS Only,0.5,CT,
CTS,X390,Installing and Configuring Windows Server 2012,0.5,CT,
CTS,X390C,Installing and Configuring Windows Server 2012,0.5,CT,
CTS,X391,Administering Windows Server 2012,0.5,CT,
CTS,X391C,Administering Windows Server 2012,0.5,CT,
CTS,X392,Configuring Advanced Windows Server 2012,0.5,CT,
CTS,X392C,Configuring Advanced Windows Server 2012,0.5,CT,
CTS,X400,Introduction to Access 1-2 credits,0.5,CT,
CTS,X411,Information Storage Management,0.5,CT,
CTS,X433,MS Database Design and Implementation,0.5,CT,
CTS,X433C,MS Database Design and Implementation,0.5,CT,
CTS,X440,Introduction to Oracle SQL,0.5,CT,
CTS,X441,Oracle Database Administration I,0.5,CT,
CTS,X442,Oracle Database Administration II,0.5,CT,
CTS,X442C,Oracle Database Administration II,0.5,CT,
CTS,X444,Performance Tuning,0.5,CT,
CTS,X444C,Performance Tuning,0.5,CT,
CTS,X651,Cisco Router Technology,0.5,CT,
CTS,X651C,Cisco Router Technology,0.5,CT,
CTS,X652,Cisco Advanced Router Technology,0.5,CT,
CTS,X652C,Cisco Advanced Router Technology,0.5,CT,
CTS,X653,Cisco Project Based Learning,0.5,CT,
CTS,X664,CCNA Security,0.5,CT,
CTS,X664C,CCNA Security,0.5,CT,
CTS,0771,Modeling & Simulation 2D Artist,0.5,CT,
CTS,0772,Modeling & Simulation 3D Artist,0.5,CT,
CTS,X939,Special Topics/Seminars,0.5,CT,
CVT,X000,Introduction to Cardiovascular Technology,0.5,CT,
CVT,X000C,Introduction to Cardiovascular Technology,0.5,CT,
CVT,X100L,Cardiovascular Clinical I,0.5,CT,
CVT,X110L,Cardiovascular Practicum II,0.5,CT,
CVT,X120L,Cardiovascular Clinical III,0.5,CT,
CVT,X205C,Cardiovascular Drugs & Emergencies,0.5,CT,
CVT,X211,Critical Care Applications,0.5,CT,
CVT,X211C,Critical Care Applications,0.5,CT,
CVT,X220,Cardiovascular Pharmacology,0.5,CT,
CVT,X260C,Invasive Cardiology I: Cardiopulmonary Anat & Phys,0.5,CT,
CVT,X261,Cardiovascular Anatomy and Physiology,0.5,CT,
CVT,X261C,Cardiovascular Anatomy and Physiology,0.5,CT,
CVT,X270,Pathophysiology,0.5,CT,
CVT,X420,Invasive Cardiology I,0.5,CT,
CVT,X420C,Invasive Cardiology I,0.5,CT,
CVT,X421,Invasive Cardiology II,0.5,CT,
CVT,X421C,Invasive Cardiology II,0.5,CT,
CVT,X500,ECG Interpretation,0.5,CT,
CVT,X500C,ECG Interpretation,0.5,CT,
CVT,X511,Radiation Biology & Safety,0.5,CT,
CVT,X620,Non-Invasive Cardiology I,0.5,CT,
CVT,X620C,Non-Invasive Cardiology I,0.5,CT,
CVT,X800L,CVT Clinical Practicum,0.5,CT,
CVT,X801L,Cardiovascular Pre Practicum II,0.5,CT,
CVT,X805C,Cardiovascular Interventional Pre Practicum,0.5,CT,
CVT,X840,Cardiopulmonary Practicum I,1.5,CT,
CVT,X840L,Cardiopulmonary Practicum I,0.5,CT,
CVT,X841,Cardiopulmonary Clinic II,1,CT,
CVT,X841L,Cardiopulmonary Clinic II,0.5,CT,
CVT,X842L,Non-Invasive Practicum,0.5,CT,
CVT,X843L,"Cardiovascular Clinical Practicum, IV",0.5,CT,
CVT,X844L,Cardiovascular Clinical Practicum V,0.5,CT,
DEA,0005,Dental Laboratory Technician OCP F (270 hours),1.5,CT,
DEA,0029,Dental Specialties,0.5,CT,
DEA,0709,Crown and Bridge Technician OCP D (370 hours),2,CT,
DEA,0710,Ceramic Technician OCP E (245 hours),1.5,CT,
DEA,0713,Denture Technician (2 of 2) OCP B (345 hours),2,CT,
DEA,0725,Introduction to Dental Assisting (90 hours),0.5,CT,
DEA,0726,Dental Technician (210 hours),1,CT,
DEA,0727,Dental Assisting I (465 hours),3,CT,
DEA,0728,Dental Assisting II (465 hours),3,CT,
DEA,0850,Clinical Externship I,0.5,CT,
DEA,0851,Clinical Externship II,1,CT,
DEA,0020C,Preclinical Orientation I,0.5,CT,
DEA,0020L,Preclinical Orientation I,0.5,CT,
DEA,0800L,Clinical Practice I,0.5,CT,
DEA,0801C,Clinical Practice II,0.5,CT,
DEA,0801L,Clinical Practice II,1,CT,
DEA,0803L,Clinical Practice I,1,CT,
DEA,0834L,Expanded Duties,0.5,CT,
DEA,0850L,Clinical Externship I,1,CT,
DEA,0851L,Clinical Externship II,1,CT,
DEA,0852L,Clinical Practice II,1,CT,
DEA,X030,Preclinical (L),0.5,CT,
DEA,X030L,Preclinical (L),0.5,CT,
DEA,X805,Dental Externship,0.5,CT,
DEA,X805L,Dental Externship,0.5,CT,
DEA,X855L,Clinical Practice II,0.5,CT,
DEH,X002,Clinical Dental Hygiene Procedures,0.5,CT,
DEH,X002C,Clinical Dental Hygiene Procedures,0.5,CT,
DEH,X002L,Clinical Dental Hygiene Procedures,0.5,CT,
DEH,X003C,Pre-Clinical Dental Hygiene I,0.5,CT,
DEH,X003L,Pre-Clinical Dental Hygiene I,0.5,CT,
DEH,X602,Periodontology I,0.5,CT,
DEH,X702C,Community Dental Health,0.5,CT,
DEH,X800C,Dental Hygiene I,0.5,CT,
DEH,X800L,Dental Hygiene I,0.5,CT,
DEH,X802C,Dental Hygiene II,0.5,CT,
DEH,X802L,Dental Hygiene II,0.5,CT,
DEH,X804C,Clinical Dental Hygiene III,0.5,CT,
DEH,X804L,Clinical Dental Hygiene III,0.5,CT,
DEH,X806C,Dental Hygiene IV,0.5,CT,
DEH,X806L,Dental Hygiene IV,0.5,CT,
DEH,X808L,Dental Hygiene IV,1,CT,
DEH,X812L,Dental Hygiene IV,0.5,CT,
DES,0205C,Dental Radiography,0.5,CT,
DES,X020,Dental Anatomy/Head and Neck (Articulated),0.5,CT,
DES,X100C,Dental Materials,0.5,CT,
DES,X103C,Dental Materials and Expanded Duties,0.5,CT,
DES,X200C,Dental Radiography (Articulated Course),0.5,CT,
DES,X805L,Clinical Procedures I Lab,0.5,CT,
DES,X833C,Expanded Functions II (L),0.5,CT,
DIG,0073,Digital Media Artist OCP B (150 hours),1,CT,
DIG,0074,Digital Media Specialist OCP C (150 hours),1,CT,
DIG,0075,Game Programmer OCP B (150 hours),1,CT,
DIG,0076,Game Software Developer OCP C (150 hours),1,CT,
DIG,0080,Digital Media Technician (600 hours),4,CT,
DIG,0081,Theory and Foundations of Design (150 hours),1,CT,
DIG,0082,Multimedia Digital/Print Designer (300 hours),2,CT,
DIG,0083,Multimedia Web Interactive Designer (300 hours),2,CT,
DIG,0084,Multimedia Integrated Producer Designer (300 hours),2,CT,
DIG,X060,3-D Animation Production Assistant,1,CT,
DIG,X061,Modeler,2,CT,
DIG,X062,Texture Artist/Rigger,2,CT,
DIG,X063,Animation/Motion Capture Technician,2,CT,
DIG,X070,Game/Simulation Designer,2,CT,
DIG,X071,Game/Simulation Graphic Artist,1,CT,
DIG,X072,Game/Simulation 3D Animator,1,CT,
DIG,X073,Digital Media Artist,1,CT,
DIG,X074,Digital Media Specialist,1,CT,
DIG,X100,Web Design I,0.5,CT,
DIG,X100C,Web Design I,0.5,CT,
DIG,X101,Web Design II,0.5,CT,
DIG,X101C,Web Design II,0.5,CT,
DIG,2000,Introduction to Digital Media,0.5,CT,
DIG,2109,Digital Imaging Fundamentals,0.5,CT,
DIM,0004,Introduction to Diesel Mechanics (PSAV),1,CT,
DIM,0006,Introduction to Diagnosis and Repair (PSAV),1,CT,
DIM,0007,Braking Systems (PSAV),1,CT,
DIM,0008,Advanced Braking Systems (PSAV),1,CT,
DIM,0014,Diesel Engine- Basic Systems/Academic OCP A 3 of 3,1,CT,
DIM,0101,Diesel Engine Technician Helper OCP A (150 hours),1,CT,
DIM,0102,Diesel Electrical and Electronics Technician OCP B (150 hours),2,CT,
DIM,0103,Diesel Equipment Preventative Maintenance Technician OCP A (150 hours),1,CT,
DIM,0104,Diesel Engine Technician OCP C (300 hours),2,CT,
DIM,0105,Diesel Brakes Technician OCP D (300 hours),2,CT,
DIM,0106,Diesel Heating and Air Conditioning Technician OCP E (150 hours),1,CT,
DIM,0107,Diesel Steering and Suspension Technician OCP B (150 hours),1,CT,
DIM,0108,Diesel Drivetrain Technician,1,CT,
DIM,0109,Diesel Hydraulics Technician OCP D (150 hours),1,CT,
DIM,0110,Diesel Power Train Technician OCP I (150 hours),1,CT,
DIM,0130,Diesel Brake/Fluid Technician (300 hours),2,CT,
DIM,0131,Diesel Air Brakes Technician (150 hours),1,CT,
DIM,0153,Diesel Preventive Maintenance Technician (300 hours),2,CT,
DIM,0201,Power Train Systems OCP I Part 1 of 2,1,CT,
DIM,0302,Diesel Elect/Electronics OCP B Part 1 of 2,1,CT,
DIM,0303,Diesel Elect/Electronics OCP B Part 2 of 2,1,CT,
DIM,0500,Suspension and Under Carriages,0.5,CT,
DIM,0610,Heavy Duty Cab Temperature Control Systems,0.5,CT,
DIM,0810,Transit Equipment Preventive Maintenance Technician OCP A (200 hours),1.5,CT,
DIM,0811,Transit Basic Electrical Systems Technician OCP B (120 hours),1,CT,
DIM,0812,Transit Wheelchair Lift/Ramp Technician OCP C (60 hours),0.5,CT,
DIM,0813,Transit Diesel Engine Preventive Maintenance Technician OCP D (120 hours),1,CT,
DIM,0814,Transit Steering and Suspension Technician OCP E (120 hours),1,CT,
DIM,0820,Transit Hydraulics Technician OCP A (60 hours),0.5,CT,
DIM,0821,Transit Diesel Electrical and Diesel Engine Electronics Technician OCP B (120 hours),1,CT,
DIM,0822,Transit Drivetrain Technician OCP C (120 hours),1,CT,
DIM,0823,Transit Intermediate Electrical Systems Technician OCP D (120 hours),1,CT,
DIM,0824,Transit Brakes/Air System Technology OCP E (200 hours),1.5,CT,
DIM,0830,Transit Alternative Fuels Systems Technician OCP A (120 hours),1,CT,
DIM,0831,Transit Advanced Electrical Systems Technician OCP B (120 hours),1,CT,
DIM,0832,Transit Heating and Air-Conditioning Technician OCP C (200 hours),1,CT,
DIM,0833,"Transmission Diagnosis, Rebuild and Repair Technician OCP D (120 hours)",1,CT,
DIM,0834,"Diesel Engine Diagnosis, Rebuild and Repair Technician OCP E (120 hours)",1,CT,
DIM,0940,Internships/Practicums/Clinical Practice,0.5,CT,
DSC,X005,Terrorism in Today’s World,0.5,CT,
DSC,X006,Introduction to Homeland Security,0.5,CT,
EDG,0312,Substitute Teacher OCP A (150 hours),1,CT,
EDG,0317,Teacher Assisting OCP B (450 hours),3,CT,
EEC,X200,Overview- Teacher Aide,0.5,CT,
EEC,X603,Development and Guidance,0.5,CT,
EER,0006,Electronics Equipment Repairer (150 hours),1,CT,
EER,0052,Telecommunications Installation and Repair Specialist OCP B (150 hours),1,CT,
EER,0090,Biomedical Electronics Troubleshooter 1 (150 hours),1,CT,
EER,0091,Biomedical Electronics Repair Technician (150 hours),1,CT,
EER,0092,Biomedical Imaging Equipment 1 (270 hours),1.5,CT,
EER,0093,Biomedical Imaging Equipment Technician (270 hours),1.5,CT,
EER,0315,Laundry Technician OCP B (300 hours),2,CT,
EER,0391,Appliance Installation Helper (200 hours),1,CT,
EER,0392,Cooking Appliance Technician (350 hours),2,CT,
EET,X005C,Introduction to Electronics I: Non-Majors (L),0.5,CT,
EET,X015,Basic Electricity- DC (L),0.5,CT,
EET,X015C,Basic Electricity- DC (L),0.5,CT,
EET,X025,Basic Electricity- AC (L),0.5,CT,
EET,X025C,Basic Electricity- AC (L),0.5,CT,
EET,X035,AC/DC Circuits (L),0.5,CT,
EET,X035C,AC/DC Circuits (L),0.5,CT,
EET,X036,DC/AC Circuits with Limited Analysis (L),0.5,CT,
EET,X036C,DC/AC Circuits with Limited Analysis (L),0.5,CT,
EET,X037,DC/AC Analysis (U),0.5,CT,
EET,X037C,DC/AC Analysis (U),0.5,CT,
EET,X038C,Introduction to Engineering Technology (L),0.5,CT,
EET,X084,Survey of Electronics (L),0.5,CT,
EET,X084C,Survey of Electronics (L),0.5,CT,
EET,X101C,Vacuum Tubes & Semiconductor Devices (L),0.5,CT,
EET,X124,Linear Circuits (L),0.5,CT,
EET,X141,Electronic Devices & Circuits I (L),0.5,CT,
EET,X141C,Electronic Devices & Circuits I (L),0.5,CT,
EET,X142,Electronic Devices & Circuits II (L),0.5,CT,
EET,X142C,Electronic Devices & Circuits II (L),0.5,CT,
EET,X155C,Linear Integrated Circuits (L),0.5,CT,
EET,X215C,Electronic Instrumentation (L),0.5,CT,
EET,X605C,Fabrication Methods (L),0.5,CT,
EET,X607C,Printed Circuit Board Fabri & Soldering (L),0.5,CT,
EET,X609C,Electronic Fabrication & Fiber Optics (L),0.5,CT,
EEV,0010,Electronics Assembler OCP A (250 hours),2,CT,
EEV,0012,Electronic Assembler and DC Technician (150 hours),1,CT,
EEV,0100,Electronics Tester OCP B (400 hours),3,CT,
EEV,0140,Electric Motor & Generator Mechanics: Votech Program,3,CT,
EEV,0141,Electrical Motor & Generator Mechanics,3,CT,
EEV,0142,DC Machinery and Controls,3,CT,
EEV,0203,"Solar Thermal System Design, Installation and Maintenance Helper (300 hours)",2,CT,
EEV,0204,"Solar Thermal System Design, Installation and Maintenance Technician (300 hours)",2,CT,
EEV,0205,"Solar Photovoltaic System Design, Installation and Maintenance Helper",1,CT,
EEV,0206,"Solar Photovoltaic System Design, Installation and Maintenance Technician",3,CT,
EEV,0317,Data Communications Analyst OCP G (150 hours),1,CT,
EEV,0500,Electronics Equipment Repairer OCP A (375 hours),2.5,CT,
EEV,0504,Computer Support Assistant OCP B (150 hours),1,CT,
EEV,0505,Computer Support Specialist OCP B (300 hours),2,CT,
EEV,0616,Electronics Technician OCP A (375 hours),3,CT,
EEV,0650,Electrician (Construction) OCP A (350 hours),2,CT,
EEV,0652,Instrument Mechanic OCP B (350 hours),2,CT,
EEV,0654,Electrician Maintenance OCP C (300 hours),2,CT,
EEV,0656,Instrument Technician OCP A (400 hours),2.5,CT,
EEV,0658,Operating Engineer Assistant Stationary OCP B (400 hours),2.5,CT,
EEV,0752,Electromechanical Assembler (500 hours),3,CT,
EEV,0753,Mechanical Technician (400 hours),2.5,CT,
EEV,0820,Electronic Digital and Microprocessor Technician (150 hours),1,CT,
EEV,0824,Electronic Solid-State and Analog Technician (150 hours),1,CT,
EEV,0825,Electronic Systems and Equipment Technician (300 hours),2,CT,
EGN,X002,Introduction to Engineering (L),0.5,CT,
EGN,X002C,Introduction to Engineering (L),0.5,CT,
EGN,X111,Graphics for Engineers (L),0.5,CT,
EGN,X111C,Graphics for Engineers (L),0.5,CT,
EGN,1113,Introduction to Design Graphics,0.5,CT,
EGS,1003,"Introduction to Engineering (1,2) (L)",0.5,CT,
EMS,0002,Public Safety Telecommunication (PSAV),1.5,CT,
EMS,0050,Emergency Medical Responder 100 hours,1,CT,
EMS,0110,Emergency Medical Technician (300 hours),2,CT,
EMS,0159,Emergency Medical Technician OCP B (160 hours),1,CT,
EMS,0200,Fundamentals of Paramedics (PSAV),1,CT,
EMS,0201,Paramedic Clinical Experience 1 (PSAV),0.5,CT,
EMS,0202,Trauma/Medical/Pediatrics for Paramedics (PSAV),0.5,CT,
EMS,0203,Paramedics Clinical Experience 2 (PSAV),1,CT,
EMS,0209,Paramedic Field Internship (PSAV),1.5,CT,
EMS,0210,Paramedic I (248 hours),1.5,CT,
EMS,0211,Paramedic II (426 hours),2.5,CT,
EMS,0212,Paramedic III (426 hours),2.5,CT,
EMS,0219,Paramedic (1 of 3) OCP B (336 hours),2,CT,
EMS,0220,Paramedic (2 of 3) OCP B (336 hours),2,CT,
EMS,0221,Paramedic (3 of 3) OCP B (338 hours),2,CT,
EMS,0110C,Emergency Medical Technician (300 hours),2,CT,
EMS,0159C,Emergency Medical Technician OCP B (160 hours),1,CT,
EMS,0200L,Fundamentals of Paramedics (PSAV),0.5,CT,
EMS,0210C,Paramedic I (248 hours),1.5,CT,
EMS,0211C,Paramedic II (426 hours),2.5,CT,
EMS,0212C,Paramedic III (426 hours),1.5,CT,
EMS,X010,Essentials of Structure and Function,0.5,CT,
EMS,X010C,Essentials of Structure and Function,0.5,CT,
EMS,X059,First Responder (1 course),0.5,CT,
EMS,X059C,First Responder (1 course),0.5,CT,
EMS,X119,EMT Lecture (One Course),1,CT,
EMS,X119C,EMT Lecture (ONE Course),1,CT,
EMS,X119L,EMT Lecture (One Course),0.5,CT,
EMS,X158,Emergency Medical Technician (College),1,CT,
EMS,X158C,Emergency Medical Technician (College),2,CT,
EMS,X158L,Emergency Medical Technician (College),0.5,CT,
EMS,X231,Paramedic I,0.5,CT,
EMS,X231C,Paramedic I,0.5,CT,
EMS,X231L,Paramedic I,0.5,CT,
EMS,X232,Paramedic II,0.5,CT,
EMS,X232C,Paramedic II,0.5,CT,
EMS,X232L,Paramedic II,0.5,CT,
EMS,X236L,Paramedic Lab (AS Transfer) (4 hours),0.5,CT,
EMS,X311,EMS Administration/Management,0.5,CT,
EMS,X401,EMT Clinical/Lab Combo,0.5,CT,
EMS,X401L,EMT Clinical/Lab Combo,1,CT,
EMS,X425,EMT Field Experience,0.5,CT,
EMS,X425L,EMT Field Experience,0.5,CT,
EMS,X431C,EMT Hospital/Field Experience,0.5,CT,
EMS,X435,EMT: Hospital/Field Experience I,0.5,CT,
EMS,X435L,EMT: Hospital/Field Experience I,0.5,CT,
EMS,X436,EMT: Hospital/Field Experience II,0.5,CT,
EMS,X436L,EMT: Hospital/Field Experience II,0.5,CT,
EMS,X439,EMT: Hospital/Field Combination,0.5,CT,
EMS,X458,Field Internship (Field Only),0.5,CT,
EMS,X458L,Field Internship (Field Only),0.5,CT,
EMS,X464,Paramedic: Clinical/Hospital/Vehicle,0.5,CT,
EMS,X465,Paramedic: Clinical/Hospital/Vehicle (Cont.),0.5,CT,
EMS,X600,Paramedic Fundamentals,0.5,CT,
EMS,X600C,Paramedic Fundamentals,0.5,CT,
EMS,X601,Modules 1-4 (1 of 2),1,CT,
EMS,X601L,Modules 1-4 (1 of 2),0.5,CT,
EMS,X602,Modules 5-8 (2 of 2),1,CT,
EMS,X602C,Modules 5-8 (2 of 2),2,CT,
EMS,X602L,Modules 5-8 (2 of 2),0.5,CT,
EMS,X603,Modules 1-3 (1 of 3),1,CT,
EMS,X603C,Modules 1-3 (1 of 3),2,CT,
EMS,X603L,Modules 1-3 (1 of 3),0.5,CT,
EMS,X604,Modules 4-5 (2 of 3),1,CT,
EMS,X604C,Modules 4-5 (2 of 3),1.5,CT,
EMS,X604L,Modules 4-5 (2 of 3),0.5,CT,
EMS,X605,Modules 6-8 (3 of 3),1,CT,
EMS,X605C,Modules 6-8 (3 of 3),1.5,CT,
EMS,X605L,Modules 6-8 (3 of 3),0.5,CT,
EMS,X615,Medical (Module 5),0.5,CT,
EMS,X616,Special Considerations (Modules 6),0.5,CT,
EMS,X619,Medical Emergencies II,0.5,CT,
EMS,X620,Paramedics I,1,CT,
EMS,X620C,Paramedics I,1.5,CT,
EMS,X620L,Paramedics I,0.5,CT,
EMS,X621,Paramedics Clinical I,1,CT,
EMS,X621C,Paramedics Clinical I,1.5,CT,
EMS,X621L,Paramedics Clinical I,0.5,CT,
EMS,X627,Medical Emergencies,0.5,CT,
EMS,X631,Paramedic Science I,0.5,CT,
EMS,X632,Paramedic Science II,0.5,CT,
EMS,X633,Paramedic Science II- Cardiorespiratory,0.5,CT,
EMS,X634,Paramedic Science III- Trauma,0.5,CT,
EMS,X635,Paramedic Science III- Medical Emergencies,0.5,CT,
EMS,X636,Paramedic Science IV,0.5,CT,
EMS,X645,Hospital/Health Care Agency Clinical (Modules 5-8) 2 of 2,0.5,CT,
EMS,X653,Field Clinical Internship (4 of 4),0.5,CT,
EMS,X654L,Field Clinical (Modules 1-4) 1 of 2,0.5,CT,
EMS,X655L,Field Clinical (Modules 5-8) 2 of 2,0.5,CT,
EMS,X656,Paramedic Clinical Experience I,0.5,CT,
EMS,X658,Paramedic Clinical Experience III,0.5,CT,
EMS,X659,Field Internship (Modules 1-8),0.5,CT,
EMS,X659L,Field Internship (Modules 1-8),0.5,CT,
EMS,X661,Paramedic Field Internship,0.5,CT,
EMS,X664,Hospital/Field Combination Clinical (Modules 1-4) 1 of 2,0.5,CT,
EMS,X664L,Hospital/Field Combination Clinical (Modules 1-4) 1 of 2,0.5,CT,
EMS,X665,Hospital/Field Combination Clinical (Modules 5-8) 2 of 2,0.5,CT,
EMS,X665L,Hospital/Field Combination Clinical (Modules 5-8) 2 of 2,0.5,CT,
EMS,X666,Hospital/Field Combination Clinical (Modules 1-3) Part 1 of 3,0.5,CT,
EMS,X666L,Hospital/Field Combination Clinical (Modules 1-3) Part 1 of 3,0.5,CT,
EMS,X667,Hospital/Field Combination Clinical (Modules 4-5) 2 of 3,0.5,CT,
EMS,X667L,Hospital/Field Combination Clinical (Modules 4-5) 2 of 3,0.5,CT,
EMS,X668,Hospital/Field Combination Clinical (Modules 6-8) 3 of 3,0.5,CT,
EMS,X668,Paramedic Medical Emergencies,0.5,CT,
